TxID,Sender,Receiver,Amount,Timestamp
8dee3060ce872aecdddef640788097659c82329fd47457b53da5df3ff4a2d957,COINBASE,0xbe98640795f35bd0dd90c0230e9fa61620154709,50.00,2025-11-04 23:42:11
529dcf9589f148317aa3cd8fb475a7c16f1d7ac1286bcf8d1275c61bfda09e52,0x376be35428b83061f9c5f59f915dfd98a3dc72b5,0x646edfb37ec03c1217a30708ecd31cbefe3158af,31106.15,2025-11-04 23:42:06
3ca1f2c6415e0594daf2094288382aaa2ece54f34256c0b6f7639aeef832d088,0xe7ebcf8fe3e5ff5c2f9829d06c91069db2700173,0x57cac6801c4c3b8b9ece3f9d70a99a37245f1a83,4846.60,2025-11-04 23:42:06
4f069b9ece0e5f5543cf938847f5bb81fcfecd6dc7c0bdb747d389d9f1f9dbec,0x937a4dbe8f25f6a21a9c3990c7933c6a1a2f940d,0xa346b1a68b9dd6e67286d276d06e6d78855dc2ee,250136.64,2025-11-04 23:42:06
a5ec1dd0d666a5e2d7cef430b676f4ed5af79884f47a6558603d56ab9fc25071,0xdab71da0c53e63a4779fa5b439e7a6a508d3402c,0x252cb00db47dabadd180617e63feb5b3ec4a5e3f,43114.20,2025-11-04 23:42:06
dcfaa7874d8aede8668f57f17ff37a17dcd9117df90bac6a4eb806122c3641ba,0xa2dfcd51d528f1dc9245471c76105e915aa7573f,0x0a6ade7c8859c5ba2317da8d327b811672065d7a,117657.42,2025-11-04 23:42:06
1560163fb2b5b9e32e49a74b5f19909dc0b60d57216d579bb08e915f44e60ec4,0xe8cec3954a2d1d9c3e38605bea0f70d24006a769,0x5d39b4f14c32e148e5a6b0c8c50ac60b875420da,106686.38,2025-11-04 23:42:06
3a69fdbfb627ae088bff275e0952ebdeb5dfb8767a930aa597b6fdb5579716fa,0x6452e014ff92cbc0928d9b28dc5e6951b6306f82,0x7697183834a55efe3ad2fed04e2ee5c5b4e3cb3b,86290.82,2025-11-04 23:42:06
4f3cd611dabef486f123dade20f3b812e9ad7a4ecc8b9dcf2e517d63b2da8e6c,0xffb258c380ab473335f57589b852512edaf6fbbb,0xb1cc991b53b1f1b832527b2de917ad26d48d521b,9804.49,2025-11-04 23:42:06
45b1da70ebbe8e2b598e9540cb3c0030077a95089224ab481e57656cdd5255cd,0xfd55be0ab6e66ff1cc7c20d4c6bf6bc6e412c1ff,0x2d57c15344967a98c8b19f4e70d465b2a96c2cc0,61901.22,2025-11-04 23:42:06
d79ade99099d4d5925f173f2bfac948e2af248c721a198ed37930c8fd7f7e713,0x520129e29b768ef779c1b9ad0c413ce9e928347c,0xa97778b65dbdfcccc246a168775c28f56f7e0ae6,215373.73,2025-11-04 23:42:06
f1aed9032abcbf7baf01db09b250272f2eb9ed143706c8915bf67b2de7351ed0,0x7fbdd83eb248eb35faf4e68bf668a3a1b1ace1cb,0xa2edf8fd00d0da06618ea721e65d8e0b90a6d48b,259945.44,2025-11-04 23:42:06
5a6ccb5d688e172b46536f16aa4833995655bd55268f8d24c8d1fb66e63c7224,0x2664a586e4d89c13c142230b45e424bf54dc216d,0x7b86edbf17b82c7249a9ec232661f522f4e44a35,17134.39,2025-11-04 23:42:06
