TxID,Sender,Receiver,Amount,Timestamp
739f0fd5772edb8bc1d54d69b97e79cf66f8d4ac0558c28463b459f317840820,COINBASE,0x598ea8d5b45df842fc474ff7d70dcb3a007f4044,50.00,2025-11-04 23:42:09
d01cfa85db63fda31afd679f79047e97f0aef306a25c4ec2a00c1c084d582451,0xd304cdb991a9b242ff33f8c05a7a5066812212b3,0xbdaf169a45930c3cc95d3d860009e1a31f565955,28162.44,2025-11-04 23:42:05
a7ae9e58082eb97e4322a20d03065074b2e98df0c3fa35aa0aedb828d187b602,0x27d680cda2462fb7a0034a7e0d167750723606d0,0x0b49a2da8185644810fc1fc6bb9fb752f08a3117,142011.90,2025-11-04 23:42:05
11fe7c8ec4c8e729ce25cc7a482d422f344d129d2f743acabbe42af09961fdf1,0xa9c810b8b6dc2c84311e306cc739a58fc9f90dd3,0x4c624ed81877111d34dbd9a9a13fc1866bd6085e,4161.83,2025-11-04 23:42:05
d52efa55bcc6d27ce60c5b33656ee1e15fb4b62176467240ce793a5c0886a47f,0x247992abdb6908e04cd985a6e8f2283e67b2cc29,0x5e7cb39de34281d552484fc544dddeb48d45c35c,18077.05,2025-11-04 23:42:05
0304f4b36141f41a75c8740d6fdb89557c0bf046435f25ce024ed2884e3ee515,0x92c80d1a5dd1fd124b3ff576c14b93c935f3b95b,0xf54141aab901221d88e91f25fc9287c3d1c7f419,327324.42,2025-11-04 23:42:05
1d2f66e61a15b6cab84599de938dc37c258e7fa12e30d810f86352f1405113c4,0xd870c398a9dffb7e411b01aae74148d1d43e2de5,0xf89f6b866bfae28393e970d829c3bf4bcb860280,271215.64,2025-11-04 23:42:05
5d8f2e4190fe975e71cde4445d1b7cf2218de27e7ddb45fd3b4de496116c232b,0x440b5a7d3d4e9d7eb04dcb18e57c10e5fdc6fed6,0x7eadc9b1f5e2ecaf1cd21f32299827e11b1edfea,31702.71,2025-11-04 23:42:05
dad392607700a1b416024258422b26970fcea2e5eaea18bd52bb26bec50f0f9f,0x3c3fd76983d4600209d91e836b7722ee25ab4189,0x39100521b8fa4a2a6d5efe471d79f56ea898eaef,186455.87,2025-11-04 23:42:05
c7a34726fe488ff96ce0f508329421d91bcc46f5f8a148f22f810d06668f78a8,0x48c1c0d7aae7941e3f0031e1d7c9404fe160fae5,0x61c745582c49c1b3b26e3a3eb32f88c4989a1d05,378791.15,2025-11-04 23:42:05
7797e14ebce2fd62dbd7473db740dc992bd9ab6b4e2989241915e0f012794f2b,0x91e9c5131157a1888c44cffd63488280fda08cef,0xb4ab6166cd5891a3f2b131b02a2f21900d6674de,155681.52,2025-11-04 23:42:05
e586461b91c96c1e27820932c28749535f31eb4444480740c7582ad2c9e53231,0xc096ee555991f62fe1de1cf4e6ee7628ea3ac4cf,0x6fb8a2e9241427645cb0ee6eac1c521847bf8cbf,75102.93,2025-11-04 23:42:05
b46730581efa0e4921db529dc3c95731c61a6e3a214be9a5bd4320f578c17b5e,0x03bd8696c09198ac545b27924d7b2f907d3f5f14,0x3759bf430e58f06898a51fe7d343c6ab3e92d06b,273282.28,2025-11-04 23:42:05
