TxID,Sender,Receiver,Amount,Timestamp
2988c1f036ca16f9f02a3da535e73a0bd8023e38530fc4f644aee54151b5ae02,COINBASE,0x6ea4158321463d7cb5a6dd513a244a9468a0f695,50.00,2025-11-04 23:42:18
85ac832413f37c60800ea30a98c7f1ca88daaa3c9483844ef21dc37db5d440e5,0x7c4bd19180d08c56fb70ffb554fc1c4d51e36392,0xf30c13bd285e32fd3ce53e651eabf1f890ab36aa,34436.34,2025-11-04 23:42:11
d3a85f153086baa36c0f7f006e8c94b47110c8c7b43c1b2295a1abce66c3960f,0xc7a194fa0c2adb29565c08989defe6c5465bb465,0x5fbc91463a76f4a86c51eac14efb6334246e1e8c,98296.35,2025-11-04 23:42:11
3e5bc83f4769807400f143108cd729474ae90532851f43e41febbbf35b0b46dc,0x9f8c06128b13fa47b262d20ad0061716d1d596c7,0xac2d2b5f25ad4c4b7c1b007f033a5f88f73229dd,181425.18,2025-11-04 23:42:11
c9f4508c29f16b055543f85e6f504fedee147fef59e6ad004d2a6308aaa3b0bd,0x46878d2ce984cda8cbe0dfd867ecb115a7b04597,0x9a7d4d91db3bbee5779ac5d93c59e8b9242fadc8,57816.63,2025-11-04 23:42:11
609ab206f1bffb65461a077f56f19159a4963f0f646096d20841e975d98ac8fb,0x0e0b618d73fec11d2ade081b2f817a55de11b2f1,0xf27e891a36dc8394cbf975321d6f5c7588550c23,282775.89,2025-11-04 23:42:11
1913d55480b7fce365784334c0720230e16f423fdca6986a8b38e78a07dbf6ea,0x1ee3b7ee72b0a4b97f705ad1e44a1eca02201ef1,0x74c35c8d7568b638c4d0314f6edafd6bad739198,117579.16,2025-11-04 23:42:11
a8f9dbbc911d0e424a299ea36296577ad62fa781e9c1dc42432b71450aa98e27,0x6d133bfb8da4ab68dc2da6fc5a9fe76481b0ca80,0xbe12a6a77d43a9ce15ee5d9e649d729edd4a5bb9,102399.10,2025-11-04 23:42:11
2b973756f9313718941c594a831c8717ef6a77900ab8cd424ca46b09caa0967d,0x5b9b877326762ae68362172e6d3f6017fa1c7810,0x30a802949ea9160a644ccbbabadb1f7e66f92da6,50263.58,2025-11-04 23:42:11
adc256fd67788ae5d91c9cd1d3805d537be318bcf31c1b02aaffd93b5e856f3f,0x6a8ca525c1dd912735671e17c98c285f62fd2231,0x9659a4996dca7a532f570ede847782d4c5e5ecc0,289863.40,2025-11-04 23:42:11
b0be9d44015997ab3f278ae75bce5a671a7e1e547e50d61fb4ce49b5fd870763,0xddf5af9eb15e93a59b61ebfa548c894bee3d75ce,0x50e60842cdd3fb208cb471a4dd08211c798bc0fe,100704.28,2025-11-04 23:42:11
3e0f58c7246310374b8ba45db86ba09356fc93e8076f5187200ea6ec030bfa29,0x48ad2568a67afdc312b97ae8c84d292819c85484,0x8af28ff61eb4aee3258509677134233404d19135,267378.85,2025-11-04 23:42:11
020af26a467c0ad7aadf97c5fc598dd97dd2788f1726b5fa2d25b969b042d4dc,0x6eb7373a85898b8b2de1d70aada58c35f8729fcf,0xe87417dac90a2eba8456e839a6bd1ed843245710,312396.22,2025-11-04 23:42:11
09c1445549e8512de5ef094401eb89f158e27dca018a7f4bfa2c8ad8175acb03,0x2f11abb9c804166ebdcfe7a2de7c47331a11d02e,0x029c321f5b67e1290a508609cb6428003c738ce6,12283.95,2025-11-04 23:42:11
8256047623a90059f9c7225aa09a4defd5302f98c546f34e30ba278f4219ab47,0xc82b5cb5d675c572d1a58ef634a04aabf17485eb,0x3ce77356e3f484c2a3744cc998b037f2c5c4343c,185579.49,2025-11-04 23:42:11
4cbe9f0d3f75f5ff052141463e048efb391218eb5b1112a680e79599f982838e,0xdf0954b9ec81b39fca20855ec23311ed15c0449f,0x842019f6a6047fd621d4d4ed10f0da2eb7f436e9,18083.87,2025-11-04 23:42:11
355b55b65b4222b54cf2541633c679a3b88ecdb0681ab8d0dd64aa4fca314adc,0xac42f203fb37336e4c14efbab093cbc3f7894b59,0xe1b3f97a51212a03cee3e80772d13fcb4b01f177,102724.81,2025-11-04 23:42:11
14aa5f22c88c19b7a37024f487ca94f8d5c20da41412619c31fa0b98e7f12bfa,0xf3276d0904cf09cbeb2263c9172cf966ab2fa9fd,0xfa305366ae67daa54ef31f5a8bd426349a95494d,188710.72,2025-11-04 23:42:11
83f4e7dc0d00b93958954694be1d078a1823e54c68d446b4aee13e1be132e41d,0xbc5206792b2d773bb803a56920050c6a5661dd5b,0x64b6d98f723ad8f901af70c619fef81082160140,83379.59,2025-11-04 23:42:11
4b40ad1b848f608c360c536290ec040dc273c951ca8a1e83a1559465aef96356,0xeb9f6eb4fe64da11f81e43735e0d5c30e1565261,0x12b42d0c8d7efc9363b25c063506e9ad9a05bf2b,71415.73,2025-11-04 23:42:11
c0437c8fc133b1506a44e575f0ca8f1158b2c0d0ef7ebebaa9dc8e321f2637d2,0x1ab5c101f7fadf6aea8d0b01548c234b7d6ca334,0xe74b781119b199f6f0caae0e571e1e7746277f22,146005.45,2025-11-04 23:42:11
580f6dfe487dd0087ebe49473268856b0cd6bf576fac69d8cea5a3caec4c3b85,0xd763109c30f86a779fe4991dad3dc6c0aabaedb0,0xa3cc2f6281e9271bf8abe826259fcdd68989f282,58521.35,2025-11-04 23:42:11
335db2a42daf645136c89e3a3dffdf266ab67b0081f186120dc959c116468610,0xa6744ab09323a186bb6eeea904fc1b625aa3cd0f,0xa63ca2386ba9e3f42c8c5e0a4bb0ca611b0e871d,281957.25,2025-11-04 23:42:11
40faf91d193ddd2f2b185f92aac0cf253395d5de6008152815ea8c329f5fab26,0x200b0de5b0d3e56cbd807b8b19499a793a25d8a0,0xf30c13bd285e32fd3ce53e651eabf1f890ab36aa,41836.62,2025-11-04 23:42:11
