TxID,Sender,Receiver,Amount,Timestamp
d055b984c4b59531a3978ffdc4034b82884c4d2f00d7847cf6b2a3f0d69d62a5,COINBASE,0x5f04c97be2f411ba1f093a3f9a6547b58cca9e7a,50.00,2025-11-04 23:42:12
7a29324143d159c84d5fc9372b95dd2b80090183734b40836de206275ab09b0c,0x9aabc5fe65996d008eb4905b65533f57654b9ae3,0x5cebf5fdb0215b0e05f0c3148d7f13944bff83c4,51123.05,2025-11-04 23:42:07
917a551dbb2e2e3d2e9e8433d5ff735d1f53f6c5629cc02f5f83b33bc4a11ffb,0xa3cc2f6281e9271bf8abe826259fcdd68989f282,0x900a89e31deb854c1e13098d4a554f5a768db4a4,378879.33,2025-11-04 23:42:07
f590721d03435ae28b2a838585dc997d6b7bc8a4b44f355af17350c097303dc9,0x51a466ee9d3bd165e1e93cd54319b7559ea9bee1,0xaf2eaa7b0e9be39fb6855e794f74daa957352836,258868.32,2025-11-04 23:42:07
8b9497f861e9c111a002fd9a6ce09b51465fd7998614efb3dde00b511d6e7e15,0xb40b48003f1ce8d90e9a6a78f4c06f6726526b56,0xdf8f0dd4b3f1cf9d117ec181cb312a9fed47d57f,31219.50,2025-11-04 23:42:07
0806435a392be2219dbda1db4cc7a618a52f6646682e037fa26e1689f5ac68d0,0xbe98640795f35bd0dd90c0230e9fa61620154709,0x5f532e9addd951a7cacfb01dd9d28d713c44f744,72789.77,2025-11-04 23:42:07
2d072cfd30ac32abb7430aa20c8a4ac1a92b92f8a3044c22249d2ce93e8bdb1c,0x72f72d3bee8dcf5b889ad6b50eab0f4ffca80828,0xaf082e68fc19e4aaea337f99f393b5a478aa2b27,76009.07,2025-11-04 23:42:07
e6663e75fb6cff93c88622b1403dd6872456ddcabb18861ae850211c17c92a75,0x1d071b9b4f150ee3749f1bd4b2bf5f3cdb5ab803,0xd8574e1272dabdf60e9f07746e9197a3ee0454c7,263411.89,2025-11-04 23:42:07
ff108082e7c0a5250a61218b7f0918e0fca554513a5f74a5d35c385fd6548eef,0xfb7c800d79450605b1d3f9a5042179aed0cf65f2,0x8afc04a1db5f710e3e6b6c2dea0d8c764df3254c,75162.00,2025-11-04 23:42:07
1d0562c96e44a87abc3a5790061e4b98b52735b4c235d32174c616b3410d4b43,0x03bd8696c09198ac545b27924d7b2f907d3f5f14,0xdd21777065ffbb12a3e47108f9eb38d88a58c20f,153157.44,2025-11-04 23:42:07
96f5b4d6b72474e002253a061bdd8429b25eae3b97d62751e77355121cdda40c,0x728685d9a5c2404dcb6a1d006b5da089d60cb40a,0x6b132b014d2dc030e2cd1bdf3bbcc4b73a181f53,112817.12,2025-11-04 23:42:07
a344920b53411bb8a26f27b0fb0fac722616ac051eecdd0c40c517c234a3f6c0,0xc6f922c3592fe55e7809896258580d4824487645,0xab58c4e6a65eef1bd37258bd47ade75427f189a3,100548.45,2025-11-04 23:42:07
0794b4996b13d350578b9a7ea0cc0189737aff72b79bd1684da27f23656b9338,0xdd21777065ffbb12a3e47108f9eb38d88a58c20f,0xf8eb41760c0aa4103dae1540ce3e4f35232a9a26,104343.69,2025-11-04 23:42:07
944af216bb0fd05b12ba949a55547b0b4ca47d732c9eb23a17e07be5ab6d679d,0x9a2017e5d1a780b2ee8b20fc6f5ee1425a90d5fa,0x4e92c2c84e64616d62cf4acc07cbc925ad21d694,55237.99,2025-11-04 23:42:07
c4893a405965c45a1efcd100a99a57cc2e8ee711331d651e08c65e13a27efce0,0x5ed276b341e1f485a4acb1f1a15a4ce52f9716d3,0x9a2017e5d1a780b2ee8b20fc6f5ee1425a90d5fa,52773.35,2025-11-04 23:42:07
