TxID,Sender,Receiver,Amount,Timestamp
4adc666f19bcd52e32140e7c22f0f0a3d127b941ce63d9481f4fb04cf6636c66,COINBASE,0xb41d1107acb95e5a692832b24031d8def286e26a,50.00,2025-11-04 23:42:15
1b3cfa247ea99cf5e097961ef42278bd5ef3c2ab59dccbd96d5f4e4c12dbb35f,0x0f6d3def0a2d2bc84fe00b40675ce80ee9f8965f,0xdd21777065ffbb12a3e47108f9eb38d88a58c20f,9195.22,2025-11-04 23:42:09
5337273e10ec487b8aba261d6fda123a796e32f635d82038be9a69a479f212ea,0x04d02541a4e0a843682869bf57af0873952d5502,0x7115c2734a380a902027ad3c86b8fc054e8e507c,16168.63,2025-11-04 23:42:09
d22813de89fa18fc01c6e2633e257511033e31dfbbe61aee62b570b1de0284e3,0x310c337ba5ee75ee09d13de586c36750ba2bf99d,0xae6e33d29c7e328dbd7c837e9fe5aefaa4fe155a,280895.41,2025-11-04 23:42:09
3e16a557c4f9f5be97663eefa9f27c144fe2349c16a200350d5ad94884420b65,0x875d920cff96df2d49665a6910b2695e23d352a5,0x06e5a9bdd22b3d614a2de1ea49548ee220626f23,316081.06,2025-11-04 23:42:09
581319e714643b4375025d74c1afe3f721315219a9f4f178e2810bd0ef60e229,0x875d920cff96df2d49665a6910b2695e23d352a5,0x80081ba3d2fde3eac45f9e0766b1169ecb35b9a8,330087.76,2025-11-04 23:42:09
d0636bd0381a8842641b03576cc29655b022f9b6be2768f26f12ad5d0843cfb5,0x726787d9cc4c701a6647117247954be2aac00d5d,0xac9b032e9dbac9ed7fdf789523ad991dea06826b,216004.94,2025-11-04 23:42:09
874169ead40d095e947a5e7171536dc3c3e1a94b7aba8cac9ab93effe892c504,0x5fdbba25378d941be5fb4921dae65da9fa8b3d00,0x64b23ccf5ea9ed46e428a1ac38d207677f36cc8b,334223.21,2025-11-04 23:42:09
82a1dc27c85b219ed888f91d3e894efba21a60c380401bef6c7c707daff77b1e,0xf3cc3249f616c0958b10bcadad5e490dbef57e73,0x9940fe749d50e35d33dfb9c093dfe9dd9f3b1cbf,63802.28,2025-11-04 23:42:09
61101c000734038db88aa62548e494bf240b29d7f3177a2dca35147bb65b19f1,0xe6da2f93ec10d7da9e86dfbd05a81592302115f1,0x0955169def4b63951171b12ef7fa802b1ffe87e0,114974.32,2025-11-04 23:42:09
